gene,signature,cluster
C1QTNF9,"Primary (KRAS WT, MSS, LS)",G2
C20orf144,"Primary (KRAS WT, MSS, LS)",G2
C7orf26,"Primary (KRAS WT, MSS, LS)",G2
C7orf31,"Primary (KRAS WT, MSS, LS)",G2
C7orf50,"Primary (KRAS WT, MSS, LS)",G2
CAB39L,"Primary (KRAS WT, MSS, LS)",G2
CABLES2,"Primary (KRAS WT, MSS, LS)",G2
CARD11,"Primary (KRAS WT, MSS, LS)",G2
CARS2,"Primary (KRAS WT, MSS, LS)",G2
CBFA2T2,"Primary (KRAS WT, MSS, LS)",G2
CBX3,"Primary (KRAS WT, MSS, LS)",G2
CCDC122,"Primary (KRAS WT, MSS, LS)",G2
CCDC126,"Primary (KRAS WT, MSS, LS)",G2
CCDC169,"Primary (KRAS WT, MSS, LS)",G2
CCZ1,"Primary (KRAS WT, MSS, LS)",G2
CCZ1B,"Primary (KRAS WT, MSS, LS)",G2
CD40,"Primary (KRAS WT, MSS, LS)",G2
CDADC1,"Primary (KRAS WT, MSS, LS)",G2
CDC16,"Primary (KRAS WT, MSS, LS)",G2
CDH26,"Primary (KRAS WT, MSS, LS)",G2
CDK13,"Primary (KRAS WT, MSS, LS)",G2
CDK5RAP1,"Primary (KRAS WT, MSS, LS)",G2
CDK8,"Primary (KRAS WT, MSS, LS)",G2
CDX2,"Primary (KRAS WT, MSS, LS)",G2
CEBPB,"Primary (KRAS WT, MSS, LS)",G2
CENPJ,"Primary (KRAS WT, MSS, LS)",G2
CEP250,"Primary (KRAS WT, MSS, LS)",G2
CHAMP1,"Primary (KRAS WT, MSS, LS)",G2
CHD6,"Primary (KRAS WT, MSS, LS)",G2
CHMP4B,"Primary (KRAS WT, MSS, LS)",G2
CHN2,"Primary (KRAS WT, MSS, LS)",G2
CHST12,"Primary (KRAS WT, MSS, LS)",G2
CKAP2,"Primary (KRAS WT, MSS, LS)",G2
CLDN10,"Primary (KRAS WT, MSS, LS)",G2
CLN5,"Primary (KRAS WT, MSS, LS)",G2
CLYBL,"Primary (KRAS WT, MSS, LS)",G2
CNBD2,"Primary (KRAS WT, MSS, LS)",G2
COG3,"Primary (KRAS WT, MSS, LS)",G2
COG6,"Primary (KRAS WT, MSS, LS)",G2
COL28A1,"Primary (KRAS WT, MSS, LS)",G2
COL9A3,"Primary (KRAS WT, MSS, LS)",G2
COMMD6,"Primary (KRAS WT, MSS, LS)",G2
COMMD7,"Primary (KRAS WT, MSS, LS)",G2
COX19,"Primary (KRAS WT, MSS, LS)",G2
CPB2,"Primary (KRAS WT, MSS, LS)",G2
CPNE1,"Primary (KRAS WT, MSS, LS)",G2
CPVL,"Primary (KRAS WT, MSS, LS)",G2
CRHR2,"Primary (KRAS WT, MSS, LS)",G2
CRYL1,"Primary (KRAS WT, MSS, LS)",G2
CSE1L,"Primary (KRAS WT, MSS, LS)",G2
CSTF1,"Primary (KRAS WT, MSS, LS)",G2
CTCFL,"Primary (KRAS WT, MSS, LS)",G2
CTNNBL1,"Primary (KRAS WT, MSS, LS)",G2
CTSA,"Primary (KRAS WT, MSS, LS)",G2
CTSZ,"Primary (KRAS WT, MSS, LS)",G2
CUL4A,"Primary (KRAS WT, MSS, LS)",G2
CYCS,"Primary (KRAS WT, MSS, LS)",G2
CYP2W1,"Primary (KRAS WT, MSS, LS)",G2
CYTH3,"Primary (KRAS WT, MSS, LS)",G2
DACH1,"Primary (KRAS WT, MSS, LS)",G2
DAGLB,"Primary (KRAS WT, MSS, LS)",G2
DBNDD2,"Primary (KRAS WT, MSS, LS)",G2
DCUN1D2,"Primary (KRAS WT, MSS, LS)",G2
DDX27,"Primary (KRAS WT, MSS, LS)",G2
DGKH,"Primary (KRAS WT, MSS, LS)",G2
DHRS12,"Primary (KRAS WT, MSS, LS)",G2
DHX35,"Primary (KRAS WT, MSS, LS)",G2
DIAPH3,"Primary (KRAS WT, MSS, LS)",G2
DIDO1,"Primary (KRAS WT, MSS, LS)",G2
DIS3,"Primary (KRAS WT, MSS, LS)",G2
DLEU1,"Primary (KRAS WT, MSS, LS)",G2
DLEU2,"Primary (KRAS WT, MSS, LS)",G2
DLEU7,"Primary (KRAS WT, MSS, LS)",G2
DLGAP4,"Primary (KRAS WT, MSS, LS)",G2
DNAJC15,"Primary (KRAS WT, MSS, LS)",G2
DNAJC3,"Primary (KRAS WT, MSS, LS)",G2
DNAJC5,"Primary (KRAS WT, MSS, LS)",G2
DNMT3B,"Primary (KRAS WT, MSS, LS)",G2
DNTTIP1,"Primary (KRAS WT, MSS, LS)",G2
DOCK9,"Primary (KRAS WT, MSS, LS)",G2
DPM1,"Primary (KRAS WT, MSS, LS)",G2
DPY19L1,"Primary (KRAS WT, MSS, LS)",G2
DSN1,"Primary (KRAS WT, MSS, LS)",G2
DUSP15,"Primary (KRAS WT, MSS, LS)",G2
DYNLRB1,"Primary (KRAS WT, MSS, LS)",G2
E2F1,"Primary (KRAS WT, MSS, LS)",G2
EBPL,"Primary (KRAS WT, MSS, LS)",G2
EDEM2,"Primary (KRAS WT, MSS, LS)",G2
EDN3,"Primary (KRAS WT, MSS, LS)",G2
EDNRB,"Primary (KRAS WT, MSS, LS)",G2
EFNB2,"Primary (KRAS WT, MSS, LS)",G2
EIF2AK1,"Primary (KRAS WT, MSS, LS)",G2
EIF2S2,"Primary (KRAS WT, MSS, LS)",G2
EIF3B,"Primary (KRAS WT, MSS, LS)",G2
EIF6,"Primary (KRAS WT, MSS, LS)",G2
ELF1,"Primary (KRAS WT, MSS, LS)",G2
ELFN1,"Primary (KRAS WT, MSS, LS)",G2
ELMO1,"Primary (KRAS WT, MSS, LS)",G2
ELMO2,"Primary (KRAS WT, MSS, LS)",G2
EMILIN3,"Primary (KRAS WT, MSS, LS)",G2
EPB41L1,"Primary (KRAS WT, MSS, LS)",G2
EPDR1,"Primary (KRAS WT, MSS, LS)",G2
EPPIN,"Primary (KRAS WT, MSS, LS)",G2
EPSTI1,"Primary (KRAS WT, MSS, LS)",G2
ERCC5,"Primary (KRAS WT, MSS, LS)",G2
ERGIC3,"Primary (KRAS WT, MSS, LS)",G2
ESD,"Primary (KRAS WT, MSS, LS)",G2
EVX1,"Primary (KRAS WT, MSS, LS)",G2
EXOSC8,"Primary (KRAS WT, MSS, LS)",G2
EYA2,"Primary (KRAS WT, MSS, LS)",G2
F10,"Primary (KRAS WT, MSS, LS)",G2
F7,"Primary (KRAS WT, MSS, LS)",G2
FAM124A,"Primary (KRAS WT, MSS, LS)",G2
FAM126A,"Primary (KRAS WT, MSS, LS)",G2
FAM209A,"Primary (KRAS WT, MSS, LS)",G2
FAM209B,"Primary (KRAS WT, MSS, LS)",G2
FAM20C,"Primary (KRAS WT, MSS, LS)",G2
FAM210B,"Primary (KRAS WT, MSS, LS)",G2
FAM217B,"Primary (KRAS WT, MSS, LS)",G2
FAM220A,"Primary (KRAS WT, MSS, LS)",G2
FAM221A,"Primary (KRAS WT, MSS, LS)",G2
FAM83C,"Primary (KRAS WT, MSS, LS)",G2
FAM83D,"Primary (KRAS WT, MSS, LS)",G2
FARP1,"Primary (KRAS WT, MSS, LS)",G2
FBXL18,"Primary (KRAS WT, MSS, LS)",G2
FBXL3,"Primary (KRAS WT, MSS, LS)",G2
FGF9,"Primary (KRAS WT, MSS, LS)",G2
FITM2,"Primary (KRAS WT, MSS, LS)",G2
FKBP9,"Primary (KRAS WT, MSS, LS)",G2
FNDC3A,"Primary (KRAS WT, MSS, LS)",G2
FOXK1,"Primary (KRAS WT, MSS, LS)",G2
FOXO1,"Primary (KRAS WT, MSS, LS)",G2
FREM2,"Primary (KRAS WT, MSS, LS)",G2
GARS,"Primary (KRAS WT, MSS, LS)",G2
GAS6,"Primary (KRAS WT, MSS, LS)",G2
GATA5,"Primary (KRAS WT, MSS, LS)",G2
GCNT7,"Primary (KRAS WT, MSS, LS)",G2
GDAP1L1,"Primary (KRAS WT, MSS, LS)",G2
GET4,"Primary (KRAS WT, MSS, LS)",G2
GGACT,"Primary (KRAS WT, MSS, LS)",G2
GGCT,"Primary (KRAS WT, MSS, LS)",G2
GGT7,"Primary (KRAS WT, MSS, LS)",G2
GHRHR,"Primary (KRAS WT, MSS, LS)",G2
GID8,"Primary (KRAS WT, MSS, LS)",G2
GLCCI1,"Primary (KRAS WT, MSS, LS)",G2
GMEB2,"Primary (KRAS WT, MSS, LS)",G2
GNA12,"Primary (KRAS WT, MSS, LS)",G2
GNAS,"Primary (KRAS WT, MSS, LS)",G2
GPC5,"Primary (KRAS WT, MSS, LS)",G2
GPR180,"Primary (KRAS WT, MSS, LS)",G2
GRID2IP,"Primary (KRAS WT, MSS, LS)",G2
GRTP1,"Primary (KRAS WT, MSS, LS)",G2
GSS,"Primary (KRAS WT, MSS, LS)",G2
GTF2F2,"Primary (KRAS WT, MSS, LS)",G2
GTF3A,"Primary (KRAS WT, MSS, LS)",G2
HCK,"Primary (KRAS WT, MSS, LS)",G2
HELZ2,"Primary (KRAS WT, MSS, LS)",G2
HERPUD2,"Primary (KRAS WT, MSS, LS)",G2
HIBADH,"Primary (KRAS WT, MSS, LS)",G2
HM13,"Primary (KRAS WT, MSS, LS)",G2
HMGB1,"Primary (KRAS WT, MSS, LS)",G2
HNF4A,"Primary (KRAS WT, MSS, LS)",G2
HOXA1,"Primary (KRAS WT, MSS, LS)",G2
HOXA10,"Primary (KRAS WT, MSS, LS)",G2
HOXA11,"Primary (KRAS WT, MSS, LS)",G2
HOXA13,"Primary (KRAS WT, MSS, LS)",G2
HOXA2,"Primary (KRAS WT, MSS, LS)",G2
HOXA3,"Primary (KRAS WT, MSS, LS)",G2
HOXA6,"Primary (KRAS WT, MSS, LS)",G2
HOXA9,"Primary (KRAS WT, MSS, LS)",G2
HSPH1,"Primary (KRAS WT, MSS, LS)",G2
ICA1,"Primary (KRAS WT, MSS, LS)",G2
ID1,"Primary (KRAS WT, MSS, LS)",G2
IFT52,"Primary (KRAS WT, MSS, LS)",G2
IFT88,"Primary (KRAS WT, MSS, LS)",G2
IGF2BP3,"Primary (KRAS WT, MSS, LS)",G2
IL17D,"Primary (KRAS WT, MSS, LS)",G2
IL6,"Primary (KRAS WT, MSS, LS)",G2
ING1,"Primary (KRAS WT, MSS, LS)",G2
INTS1,"Primary (KRAS WT, MSS, LS)",G2
INTS6,"Primary (KRAS WT, MSS, LS)",G2
IPO5,"Primary (KRAS WT, MSS, LS)",G2
IQCE,"Primary (KRAS WT, MSS, LS)",G2
IRS2,"Primary (KRAS WT, MSS, LS)",G2
ISPD,"Primary (KRAS WT, MSS, LS)",G2
ITCH,"Primary (KRAS WT, MSS, LS)",G2
ITM2B,"Primary (KRAS WT, MSS, LS)",G2
KATNAL1,"Primary (KRAS WT, MSS, LS)",G2
KBTBD2,"Primary (KRAS WT, MSS, LS)",G2
KBTBD6,"Primary (KRAS WT, MSS, LS)",G2
KBTBD7,"Primary (KRAS WT, MSS, LS)",G2
KCNG1,"Primary (KRAS WT, MSS, LS)",G2
KCNK15,"Primary (KRAS WT, MSS, LS)",G2
KDELC1,"Primary (KRAS WT, MSS, LS)",G2
KDELR2,"Primary (KRAS WT, MSS, LS)",G2
KIF3B,"Primary (KRAS WT, MSS, LS)",G2
KL,"Primary (KRAS WT, MSS, LS)",G2
KLF12,"Primary (KRAS WT, MSS, LS)",G2
KLF5,"Primary (KRAS WT, MSS, LS)",G2
KLHL7,"Primary (KRAS WT, MSS, LS)",G2
KPNA3,"Primary (KRAS WT, MSS, LS)",G2
L3MBTL1,"Primary (KRAS WT, MSS, LS)",G2
LACC1,"Primary (KRAS WT, MSS, LS)",G2
LAMA5,"Primary (KRAS WT, MSS, LS)",G2
LAMP1,"Primary (KRAS WT, MSS, LS)",G2
LBP,"Primary (KRAS WT, MSS, LS)",G2
LCP1,"Primary (KRAS WT, MSS, LS)",G2
LFNG,"Primary (KRAS WT, MSS, LS)",G2
LIG4,"Primary (KRAS WT, MSS, LS)",G2
LIME1,"Primary (KRAS WT, MSS, LS)",G2
LINC00265,"Primary (KRAS WT, MSS, LS)",G2
LINC00426,"Primary (KRAS WT, MSS, LS)",G2
LINC00494,"Primary (KRAS WT, MSS, LS)",G2
LMO7,"Primary (KRAS WT, MSS, LS)",G2
LNX2,"Primary (KRAS WT, MSS, LS)",G2
LPAR6,"Primary (KRAS WT, MSS, LS)",G2
LPIN3,"Primary (KRAS WT, MSS, LS)",G2
LRCH1,"Primary (KRAS WT, MSS, LS)",G2
LSM14B,"Primary (KRAS WT, MSS, LS)",G2
LSM5,"Primary (KRAS WT, MSS, LS)",G2
MACC1,"Primary (KRAS WT, MSS, LS)",G2
MAFK,"Primary (KRAS WT, MSS, LS)",G2
MALSU1,"Primary (KRAS WT, MSS, LS)",G2
MANBAL,"Primary (KRAS WT, MSS, LS)",G2
MAP1LC3A,"Primary (KRAS WT, MSS, LS)",G2
MAPRE1,"Primary (KRAS WT, MSS, LS)",G2
MATN4,"Primary (KRAS WT, MSS, LS)",G2
MBNL2,"Primary (KRAS WT, MSS, LS)",G2
MCF2L,"Primary (KRAS WT, MSS, LS)",G2
MED4,"Primary (KRAS WT, MSS, LS)",G2
MICALL2,"Primary (KRAS WT, MSS, LS)",G2
MICU2,"Primary (KRAS WT, MSS, LS)",G2
MIOS,"Primary (KRAS WT, MSS, LS)",G2
MIPEP,"Primary (KRAS WT, MSS, LS)",G2
MIR17HG,"Primary (KRAS WT, MSS, LS)",G2
MMP24,"Primary (KRAS WT, MSS, LS)",G2
MMP9,"Primary (KRAS WT, MSS, LS)",G2
MOCS3,"Primary (KRAS WT, MSS, LS)",G2
MPHOSPH8,"Primary (KRAS WT, MSS, LS)",G2
MPLKIP,"Primary (KRAS WT, MSS, LS)",G2
MPP6,"Primary (KRAS WT, MSS, LS)",G2
MRGBP,"Primary (KRAS WT, MSS, LS)",G2
MROH8,"Primary (KRAS WT, MSS, LS)",G2
MRPS31,"Primary (KRAS WT, MSS, LS)",G2
MTG2,"Primary (KRAS WT, MSS, LS)",G2
MTIF3,"Primary (KRAS WT, MSS, LS)",G2
MTMR6,"Primary (KRAS WT, MSS, LS)",G2
MTRF1,"Primary (KRAS WT, MSS, LS)",G2
MYBL2,"Primary (KRAS WT, MSS, LS)",G2
MYT1,"Primary (KRAS WT, MSS, LS)",G2
MZT1,"Primary (KRAS WT, MSS, LS)",G2
N4BP2L1,"Primary (KRAS WT, MSS, LS)",G2
N4BP2L2,"Primary (KRAS WT, MSS, LS)",G2
NAA16,"Primary (KRAS WT, MSS, LS)",G2
NBEA,"Primary (KRAS WT, MSS, LS)",G2
NCOA3,"Primary (KRAS WT, MSS, LS)",G2
NCOA5,"Primary (KRAS WT, MSS, LS)",G2
NCOA6,"Primary (KRAS WT, MSS, LS)",G2
NDFIP2,"Primary (KRAS WT, MSS, LS)",G2
NDRG3,"Primary (KRAS WT, MSS, LS)",G2
NDUFA4,"Primary (KRAS WT, MSS, LS)",G2
NECAB3,"Primary (KRAS WT, MSS, LS)",G2
NEK3,"Primary (KRAS WT, MSS, LS)",G2
NELFCD,"Primary (KRAS WT, MSS, LS)",G2
NEURL2,"Primary (KRAS WT, MSS, LS)",G2
NFATC2,"Primary (KRAS WT, MSS, LS)",G2
NFE2L3,"Primary (KRAS WT, MSS, LS)",G2
NFS1,"Primary (KRAS WT, MSS, LS)",G2
NHLRC3,"Primary (KRAS WT, MSS, LS)",G2
NNAT,"Primary (KRAS WT, MSS, LS)",G2
NOD1,"Primary (KRAS WT, MSS, LS)",G2
NPEPL1,"Primary (KRAS WT, MSS, LS)",G2
NT5C3A,"Primary (KRAS WT, MSS, LS)",G2
NUDT1,"Primary (KRAS WT, MSS, LS)",G2
NUDT15,"Primary (KRAS WT, MSS, LS)",G2
NUFIP1,"Primary (KRAS WT, MSS, LS)",G2
NUPL2,"Primary (KRAS WT, MSS, LS)",G2
OGFR,"Primary (KRAS WT, MSS, LS)",G2
OSBPL2,"Primary (KRAS WT, MSS, LS)",G2
OSBPL3,"Primary (KRAS WT, MSS, LS)",G2
OSER1,"Primary (KRAS WT, MSS, LS)",G2
OXGR1,"Primary (KRAS WT, MSS, LS)",G2
PABPC1L,"Primary (KRAS WT, MSS, LS)",G2
PAN3,"Primary (KRAS WT, MSS, LS)",G2
PARD6B,"Primary (KRAS WT, MSS, LS)",G2
PARP4,"Primary (KRAS WT, MSS, LS)",G2
PCDH20,"Primary (KRAS WT, MSS, LS)",G2
PCID2,"Primary (KRAS WT, MSS, LS)",G2
PCIF1,"Primary (KRAS WT, MSS, LS)",G2
PCK1,"Primary (KRAS WT, MSS, LS)",G2
PCMTD2,"Primary (KRAS WT, MSS, LS)",G2
PDGFA,"Primary (KRAS WT, MSS, LS)",G2
PDRG1,"Primary (KRAS WT, MSS, LS)",G2
PDS5B,"Primary (KRAS WT, MSS, LS)",G2
PDX1,"Primary (KRAS WT, MSS, LS)",G2
PFDN4,"Primary (KRAS WT, MSS, LS)",G2
PHACTR3,"Primary (KRAS WT, MSS, LS)",G2
PHF11,"Primary (KRAS WT, MSS, LS)",G2
PHF14,"Primary (KRAS WT, MSS, LS)",G2
PHF20,"Primary (KRAS WT, MSS, LS)",G2
PIBF1,"Primary (KRAS WT, MSS, LS)",G2
PIGT,"Primary (KRAS WT, MSS, LS)",G2
PIGU,"Primary (KRAS WT, MSS, LS)",G2
PKIG,"Primary (KRAS WT, MSS, LS)",G2
PLAGL2,"Primary (KRAS WT, MSS, LS)",G2
PLCG1,"Primary (KRAS WT, MSS, LS)",G2
PLEKHA8,"Primary (KRAS WT, MSS, LS)",G2
PLTP,"Primary (KRAS WT, MSS, LS)",G2
PMEPA1,"Primary (KRAS WT, MSS, LS)",G2
PMS2,"Primary (KRAS WT, MSS, LS)",G2
PMS2CL,"Primary (KRAS WT, MSS, LS)",G2
POFUT1,"Primary (KRAS WT, MSS, LS)",G2
POLR1D,"Primary (KRAS WT, MSS, LS)",G2
POMP,"Primary (KRAS WT, MSS, LS)",G2
POU6F2,"Primary (KRAS WT, MSS, LS)",G2
PPDPF,"Primary (KRAS WT, MSS, LS)",G2
PPP1R3D,"Primary (KRAS WT, MSS, LS)",G2
PPP4R1L,"Primary (KRAS WT, MSS, LS)",G2
PRKAR1B,"Primary (KRAS WT, MSS, LS)",G2
PROCR,"Primary (KRAS WT, MSS, LS)",G2
PROSER1,"Primary (KRAS WT, MSS, LS)",G2
PRPF6,"Primary (KRAS WT, MSS, LS)",G2
PRPS1L1,"Primary (KRAS WT, MSS, LS)",G2
PRR15,"Primary (KRAS WT, MSS, LS)",G2
PSMA7,"Primary (KRAS WT, MSS, LS)",G2
PSMG3,"Primary (KRAS WT, MSS, LS)",G2
PTK6,"Primary (KRAS WT, MSS, LS)",G2
PTPN1,"Primary (KRAS WT, MSS, LS)",G2
PXMP4,"Primary (KRAS WT, MSS, LS)",G2
R3HDML,"Primary (KRAS WT, MSS, LS)",G2
RAB20,"Primary (KRAS WT, MSS, LS)",G2
RAB22A,"Primary (KRAS WT, MSS, LS)",G2
RAC1,"Primary (KRAS WT, MSS, LS)",G2
RAE1,"Primary (KRAS WT, MSS, LS)",G2
RALA,"Primary (KRAS WT, MSS, LS)",G2
RALGAPB,"Primary (KRAS WT, MSS, LS)",G2
RALY,"Primary (KRAS WT, MSS, LS)",G2
RAP2A,"Primary (KRAS WT, MSS, LS)",G2
RAPGEF5,"Primary (KRAS WT, MSS, LS)",G2
RASA3,"Primary (KRAS WT, MSS, LS)",G2
RASL11A,"Primary (KRAS WT, MSS, LS)",G2
RB1,"Primary (KRAS WT, MSS, LS)",G2
RBAK,"Primary (KRAS WT, MSS, LS)",G2
RBBP8NL,"Primary (KRAS WT, MSS, LS)",G2
RBL1,"Primary (KRAS WT, MSS, LS)",G2
RBM12,"Primary (KRAS WT, MSS, LS)",G2
RBM26,"Primary (KRAS WT, MSS, LS)",G2
RBM38,"Primary (KRAS WT, MSS, LS)",G2
RBM39,"Primary (KRAS WT, MSS, LS)",G2
RCBTB1,"Primary (KRAS WT, MSS, LS)",G2
RCBTB2,"Primary (KRAS WT, MSS, LS)",G2
RFC3,"Primary (KRAS WT, MSS, LS)",G2
RFXAP,"Primary (KRAS WT, MSS, LS)",G2
RGCC,"Primary (KRAS WT, MSS, LS)",G2
RGS19,"Primary (KRAS WT, MSS, LS)",G2
RIMS4,"Primary (KRAS WT, MSS, LS)",G2
RNASEH2B,"Primary (KRAS WT, MSS, LS)",G2
RNF114,"Primary (KRAS WT, MSS, LS)",G2
RNF216,"Primary (KRAS WT, MSS, LS)",G2
RNF216P1,"Primary (KRAS WT, MSS, LS)",G2
RNF219,"Primary (KRAS WT, MSS, LS)",G2
RNF6,"Primary (KRAS WT, MSS, LS)",G2
ROMO1,"Primary (KRAS WT, MSS, LS)",G2
RP9,"Primary (KRAS WT, MSS, LS)",G2
RP9P,"Primary (KRAS WT, MSS, LS)",G2
RPA3,"Primary (KRAS WT, MSS, LS)",G2
RPL21,"Primary (KRAS WT, MSS, LS)",G2
RPN2,"Primary (KRAS WT, MSS, LS)",G2
RPRD1B,"Primary (KRAS WT, MSS, LS)",G2
RPS21,"Primary (KRAS WT, MSS, LS)",G2
RTEL1,"Primary (KRAS WT, MSS, LS)",G2
SACS,"Primary (KRAS WT, MSS, LS)",G2
SALL4,"Primary (KRAS WT, MSS, LS)",G2
SAMD10,"Primary (KRAS WT, MSS, LS)",G2
SAP18,"Primary (KRAS WT, MSS, LS)",G2
SCAND1,"Primary (KRAS WT, MSS, LS)",G2
SCRN1,"Primary (KRAS WT, MSS, LS)",G2
SDC4,"Primary (KRAS WT, MSS, LS)",G2
SERINC3,"Primary (KRAS WT, MSS, LS)",G2
SERP2,"Primary (KRAS WT, MSS, LS)",G2
SETDB2,"Primary (KRAS WT, MSS, LS)",G2
SGK2,"Primary (KRAS WT, MSS, LS)",G2
SKA3,"Primary (KRAS WT, MSS, LS)",G2
SKAP2,"Primary (KRAS WT, MSS, LS)",G2
SLC13A3,"Primary (KRAS WT, MSS, LS)",G2
SLC15A1,"Primary (KRAS WT, MSS, LS)",G2
SLC17A9,"Primary (KRAS WT, MSS, LS)",G2
SLC25A15,"Primary (KRAS WT, MSS, LS)",G2
SLC25A30,"Primary (KRAS WT, MSS, LS)",G2
SLC2A4RG,"Primary (KRAS WT, MSS, LS)",G2
SLC35C2,"Primary (KRAS WT, MSS, LS)",G2
SLC46A3,"Primary (KRAS WT, MSS, LS)",G2
SLC7A1,"Primary (KRAS WT, MSS, LS)",G2
SLC9A8,"Primary (KRAS WT, MSS, LS)",G2
SLCO4A1,"Primary (KRAS WT, MSS, LS)",G2
SNAI1,"Primary (KRAS WT, MSS, LS)",G2
SNHG11,"Primary (KRAS WT, MSS, LS)",G2
SNHG17,"Primary (KRAS WT, MSS, LS)",G2
SNORA71A,"Primary (KRAS WT, MSS, LS)",G2
SNORA71B,"Primary (KRAS WT, MSS, LS)",G2
SNORA71C,"Primary (KRAS WT, MSS, LS)",G2
SNORA71D,"Primary (KRAS WT, MSS, LS)",G2
SNORD22,"Primary (KRAS WT, MSS, LS)",G2
SNTA1,"Primary (KRAS WT, MSS, LS)",G2
SNX10,"Primary (KRAS WT, MSS, LS)",G2
SNX13,"Primary (KRAS WT, MSS, LS)",G2
SNX21,"Primary (KRAS WT, MSS, LS)",G2
SNX8,"Primary (KRAS WT, MSS, LS)",G2
SOGA1,"Primary (KRAS WT, MSS, LS)",G2
SOHLH2,"Primary (KRAS WT, MSS, LS)",G2
SOSTDC1,"Primary (KRAS WT, MSS, LS)",G2
SPAG4,"Primary (KRAS WT, MSS, LS)",G2
SPATA13,"Primary (KRAS WT, MSS, LS)",G2
SPATA2,"Primary (KRAS WT, MSS, LS)",G2
SPATA25,"Primary (KRAS WT, MSS, LS)",G2
SPERT,"Primary (KRAS WT, MSS, LS)",G2
SPRY2,"Primary (KRAS WT, MSS, LS)",G2
SPRYD7,"Primary (KRAS WT, MSS, LS)",G2
SRC,"Primary (KRAS WT, MSS, LS)",G2
SRMS,"Primary (KRAS WT, MSS, LS)",G2
SRSF6,"Primary (KRAS WT, MSS, LS)",G2
SS18L1,"Primary (KRAS WT, MSS, LS)",G2
STARD13,"Primary (KRAS WT, MSS, LS)",G2
STARD3NL,"Primary (KRAS WT, MSS, LS)",G2
STAU1,"Primary (KRAS WT, MSS, LS)",G2
STK24,"Primary (KRAS WT, MSS, LS)",G2
STK31,"Primary (KRAS WT, MSS, LS)",G2
STK4,"Primary (KRAS WT, MSS, LS)",G2
STMN3,"Primary (KRAS WT, MSS, LS)",G2
STX16,"Primary (KRAS WT, MSS, LS)",G2
SUCLA2,"Primary (KRAS WT, MSS, LS)",G2
SUGT1,"Primary (KRAS WT, MSS, LS)",G2
SUGT1P3,"Primary (KRAS WT, MSS, LS)",G2
SULF2,"Primary (KRAS WT, MSS, LS)",G2
SUN1,"Primary (KRAS WT, MSS, LS)",G2
SUPT20H,"Primary (KRAS WT, MSS, LS)",G2
SYS1,"Primary (KRAS WT, MSS, LS)",G2
TAF4,"Primary (KRAS WT, MSS, LS)",G2
TAX1BP1,"Primary (KRAS WT, MSS, LS)",G2
TBC1D4,"Primary (KRAS WT, MSS, LS)",G2
TCEA2,"Primary (KRAS WT, MSS, LS)",G2
TCFL5,"Primary (KRAS WT, MSS, LS)",G2
TDRD3,"Primary (KRAS WT, MSS, LS)",G2
TEX29,"Primary (KRAS WT, MSS, LS)",G2
TEX30,"Primary (KRAS WT, MSS, LS)",G2
TFAP2C,"Primary (KRAS WT, MSS, LS)",G2
TFDP1,"Primary (KRAS WT, MSS, LS)",G2
TGDS,"Primary (KRAS WT, MSS, LS)",G2
TGIF2,"Primary (KRAS WT, MSS, LS)",G2
TGM2,"Primary (KRAS WT, MSS, LS)",G2
THSD1,"Primary (KRAS WT, MSS, LS)",G2
TLDC2,"Primary (KRAS WT, MSS, LS)",G2
TM9SF2,"Primary (KRAS WT, MSS, LS)",G2
TM9SF4,"Primary (KRAS WT, MSS, LS)",G2
TMEM106B,"Primary (KRAS WT, MSS, LS)",G2
TMEM184A,"Primary (KRAS WT, MSS, LS)",G2
TMEM189,"Primary (KRAS WT, MSS, LS)",G2
TMEM255B,"Primary (KRAS WT, MSS, LS)",G2
TMTC4,"Primary (KRAS WT, MSS, LS)",G2
TNFRSF6B,"Primary (KRAS WT, MSS, LS)",G2
TNNC2,"Primary (KRAS WT, MSS, LS)",G2
TNRC18,"Primary (KRAS WT, MSS, LS)",G2
TOMM34,"Primary (KRAS WT, MSS, LS)",G2
TOMM7,"Primary (KRAS WT, MSS, LS)",G2
TOP1,"Primary (KRAS WT, MSS, LS)",G2
TP53RK,"Primary (KRAS WT, MSS, LS)",G2
TP53TG5,"Primary (KRAS WT, MSS, LS)",G2
TPD52L2,"Primary (KRAS WT, MSS, LS)",G2
TPP2,"Primary (KRAS WT, MSS, LS)",G2
TPT1,"Primary (KRAS WT, MSS, LS)",G2
TPTE2,"Primary (KRAS WT, MSS, LS)",G2
TPTE2P1,"Primary (KRAS WT, MSS, LS)",G2
TPTE2P6,"Primary (KRAS WT, MSS, LS)",G2
TPX2,"Primary (KRAS WT, MSS, LS)",G2
TRA2A,"Primary (KRAS WT, MSS, LS)",G2
TRIM13,"Primary (KRAS WT, MSS, LS)",G2
TRPC4AP,"Primary (KRAS WT, MSS, LS)",G2
TSC22D1,"Primary (KRAS WT, MSS, LS)",G2
TSPY26P,"Primary (KRAS WT, MSS, LS)",G2
TTI1,"Primary (KRAS WT, MSS, LS)",G2
TTLL9,"Primary (KRAS WT, MSS, LS)",G2
TTPAL,"Primary (KRAS WT, MSS, LS)",G2
TTYH3,"Primary (KRAS WT, MSS, LS)",G2
TUBB1,"Primary (KRAS WT, MSS, LS)",G2
