gene,signature,cluster
ZNF713,Primary (Early Age Diagnosis),G2
ZNF804B,Primary (Early Age Diagnosis),G2
ZNF815P,Primary (Early Age Diagnosis),G2
ZNF853,Primary (Early Age Diagnosis),G2
ZPBP,Primary (Early Age Diagnosis),G2
AAR2,Primary (Early Age Diagnosis),G3
ABHD16B,Primary (Early Age Diagnosis),G3
ACOT8,Primary (Early Age Diagnosis),G3
ACSS2,Primary (Early Age Diagnosis),G3
ACTL10,Primary (Early Age Diagnosis),G3
ACTR5,Primary (Early Age Diagnosis),G3
ADA,Primary (Early Age Diagnosis),G3
ADNP,Primary (Early Age Diagnosis),G3
ADRM1,Primary (Early Age Diagnosis),G3
AHCY,Primary (Early Age Diagnosis),G3
ARFGAP1,Primary (Early Age Diagnosis),G3
ARFGEF2,Primary (Early Age Diagnosis),G3
ARFRP1,Primary (Early Age Diagnosis),G3
ASXL1,Primary (Early Age Diagnosis),G3
ATP9A,Primary (Early Age Diagnosis),G3
AURKA,Primary (Early Age Diagnosis),G3
BCL2L1,Primary (Early Age Diagnosis),G3
BIRC7,Primary (Early Age Diagnosis),G3
BLCAP,Primary (Early Age Diagnosis),G3
BMP7,Primary (Early Age Diagnosis),G3
BPI,Primary (Early Age Diagnosis),G3
CABLES2,Primary (Early Age Diagnosis),G3
CDK5RAP1,Primary (Early Age Diagnosis),G3
CEBPB,Primary (Early Age Diagnosis),G3
CEP250,Primary (Early Age Diagnosis),G3
CHD6,Primary (Early Age Diagnosis),G3
CHMP4B,Primary (Early Age Diagnosis),G3
CNBD2,Primary (Early Age Diagnosis),G3
COL9A3,Primary (Early Age Diagnosis),G3
COMMD7,Primary (Early Age Diagnosis),G3
CPNE1,Primary (Early Age Diagnosis),G3
CSE1L,Primary (Early Age Diagnosis),G3
CSTF1,Primary (Early Age Diagnosis),G3
CTCFL,Primary (Early Age Diagnosis),G3
CTNNBL1,Primary (Early Age Diagnosis),G3
CTSA,Primary (Early Age Diagnosis),G3
DBNDD2,Primary (Early Age Diagnosis),G3
DDX27,Primary (Early Age Diagnosis),G3
DHX35,Primary (Early Age Diagnosis),G3
DIDO1,Primary (Early Age Diagnosis),G3
DLGAP4,Primary (Early Age Diagnosis),G3
DNAJC5,Primary (Early Age Diagnosis),G3
DNMT3B,Primary (Early Age Diagnosis),G3
DNTTIP1,Primary (Early Age Diagnosis),G3
DPM1,Primary (Early Age Diagnosis),G3
DSN1,Primary (Early Age Diagnosis),G3
DUSP15,Primary (Early Age Diagnosis),G3
DYNLRB1,Primary (Early Age Diagnosis),G3
E2F1,Primary (Early Age Diagnosis),G3
EDEM2,Primary (Early Age Diagnosis),G3
EIF2S2,Primary (Early Age Diagnosis),G3
EIF6,Primary (Early Age Diagnosis),G3
ELMO2,Primary (Early Age Diagnosis),G3
EPB41L1,Primary (Early Age Diagnosis),G3
ERGIC3,Primary (Early Age Diagnosis),G3
FAM210B,Primary (Early Age Diagnosis),G3
FAM217B,Primary (Early Age Diagnosis),G3
FAM83D,Primary (Early Age Diagnosis),G3
FITM2,Primary (Early Age Diagnosis),G3
GATA5,Primary (Early Age Diagnosis),G3
GCNT7,Primary (Early Age Diagnosis),G3
GGT7,Primary (Early Age Diagnosis),G3
GID8,Primary (Early Age Diagnosis),G3
GMEB2,Primary (Early Age Diagnosis),G3
GNAS,Primary (Early Age Diagnosis),G3
GSS,Primary (Early Age Diagnosis),G3
HELZ2,Primary (Early Age Diagnosis),G3
HM13,Primary (Early Age Diagnosis),G3
HNF4A,Primary (Early Age Diagnosis),G3
ID1,Primary (Early Age Diagnosis),G3
IFT52,Primary (Early Age Diagnosis),G3
ITCH,Primary (Early Age Diagnosis),G3
KIF3B,Primary (Early Age Diagnosis),G3
L3MBTL1,Primary (Early Age Diagnosis),G3
LINC00494,Primary (Early Age Diagnosis),G3
LPIN3,Primary (Early Age Diagnosis),G3
LSM14B,Primary (Early Age Diagnosis),G3
MANBAL,Primary (Early Age Diagnosis),G3
MAP1LC3A,Primary (Early Age Diagnosis),G3
MAPRE1,Primary (Early Age Diagnosis),G3
MMP24,Primary (Early Age Diagnosis),G3
MOCS3,Primary (Early Age Diagnosis),G3
MRGBP,Primary (Early Age Diagnosis),G3
MTG2,Primary (Early Age Diagnosis),G3
MYBL2,Primary (Early Age Diagnosis),G3
NCOA3,Primary (Early Age Diagnosis),G3
NCOA5,Primary (Early Age Diagnosis),G3
NCOA6,Primary (Early Age Diagnosis),G3
NDRG3,Primary (Early Age Diagnosis),G3
NECAB3,Primary (Early Age Diagnosis),G3
NELFCD,Primary (Early Age Diagnosis),G3
NEURL2,Primary (Early Age Diagnosis),G3
NFS1,Primary (Early Age Diagnosis),G3
NPEPL1,Primary (Early Age Diagnosis),G3
OGFR,Primary (Early Age Diagnosis),G3
OSBPL2,Primary (Early Age Diagnosis),G3
OSER1,Primary (Early Age Diagnosis),G3
PABPC1L,Primary (Early Age Diagnosis),G3
PARD6B,Primary (Early Age Diagnosis),G3
PCIF1,Primary (Early Age Diagnosis),G3
PCK1,Primary (Early Age Diagnosis),G3
PCMTD2,Primary (Early Age Diagnosis),G3
PDRG1,Primary (Early Age Diagnosis),G3
PFDN4,Primary (Early Age Diagnosis),G3
PHACTR3,Primary (Early Age Diagnosis),G3
PHF20,Primary (Early Age Diagnosis),G3
PIGT,Primary (Early Age Diagnosis),G3
PIGU,Primary (Early Age Diagnosis),G3
PKIG,Primary (Early Age Diagnosis),G3
PLAGL2,Primary (Early Age Diagnosis),G3
PLCG1,Primary (Early Age Diagnosis),G3
PLTP,Primary (Early Age Diagnosis),G3
PMEPA1,Primary (Early Age Diagnosis),G3
POFUT1,Primary (Early Age Diagnosis),G3
PPDPF,Primary (Early Age Diagnosis),G3
PPP1R3D,Primary (Early Age Diagnosis),G3
PPP4R1L,Primary (Early Age Diagnosis),G3
PROCR,Primary (Early Age Diagnosis),G3
PRPF6,Primary (Early Age Diagnosis),G3
PSMA7,Primary (Early Age Diagnosis),G3
PTK6,Primary (Early Age Diagnosis),G3
PTPN1,Primary (Early Age Diagnosis),G3
PXMP4,Primary (Early Age Diagnosis),G3
R3HDML,Primary (Early Age Diagnosis),G3
RAB22A,Primary (Early Age Diagnosis),G3
RAE1,Primary (Early Age Diagnosis),G3
RALGAPB,Primary (Early Age Diagnosis),G3
RALY,Primary (Early Age Diagnosis),G3
RBBP8NL,Primary (Early Age Diagnosis),G3
RBL1,Primary (Early Age Diagnosis),G3
RBM12,Primary (Early Age Diagnosis),G3
RBM38,Primary (Early Age Diagnosis),G3
RBM39,Primary (Early Age Diagnosis),G3
RNF114,Primary (Early Age Diagnosis),G3
ROMO1,Primary (Early Age Diagnosis),G3
RPN2,Primary (Early Age Diagnosis),G3
RPRD1B,Primary (Early Age Diagnosis),G3
RPS21,Primary (Early Age Diagnosis),G3
SALL4,Primary (Early Age Diagnosis),G3
SAMD10,Primary (Early Age Diagnosis),G3
SCAND1,Primary (Early Age Diagnosis),G3
SDC4,Primary (Early Age Diagnosis),G3
SERINC3,Primary (Early Age Diagnosis),G3
SGK2,Primary (Early Age Diagnosis),G3
SLC13A3,Primary (Early Age Diagnosis),G3
SLC17A9,Primary (Early Age Diagnosis),G3
SLC2A4RG,Primary (Early Age Diagnosis),G3
SLC35C2,Primary (Early Age Diagnosis),G3
SLC9A8,Primary (Early Age Diagnosis),G3
SLCO4A1,Primary (Early Age Diagnosis),G3
SNHG11,Primary (Early Age Diagnosis),G3
SNORA71A,Primary (Early Age Diagnosis),G3
SNTA1,Primary (Early Age Diagnosis),G3
SNX21,Primary (Early Age Diagnosis),G3
SPATA2,Primary (Early Age Diagnosis),G3
SPATA25,Primary (Early Age Diagnosis),G3
SRC,Primary (Early Age Diagnosis),G3
SRSF6,Primary (Early Age Diagnosis),G3
SS18L1,Primary (Early Age Diagnosis),G3
STAU1,Primary (Early Age Diagnosis),G3
STK4,Primary (Early Age Diagnosis),G3
STX16,Primary (Early Age Diagnosis),G3
SULF2,Primary (Early Age Diagnosis),G3
SYS1,Primary (Early Age Diagnosis),G3
TAF4,Primary (Early Age Diagnosis),G3
TCFL5,Primary (Early Age Diagnosis),G3
TGIF2,Primary (Early Age Diagnosis),G3
TLDC2,Primary (Early Age Diagnosis),G3
TM9SF4,Primary (Early Age Diagnosis),G3
TMEM189,Primary (Early Age Diagnosis),G3
TNNC2,Primary (Early Age Diagnosis),G3
TOMM34,Primary (Early Age Diagnosis),G3
TOP1,Primary (Early Age Diagnosis),G3
TP53INP2,Primary (Early Age Diagnosis),G3
TP53RK,Primary (Early Age Diagnosis),G3
TPD52L2,Primary (Early Age Diagnosis),G3
TPX2,Primary (Early Age Diagnosis),G3
TRPC4AP,Primary (Early Age Diagnosis),G3
TSPY26P,Primary (Early Age Diagnosis),G3
TTI1,Primary (Early Age Diagnosis),G3
TTPAL,Primary (Early Age Diagnosis),G3
TUBB1,Primary (Early Age Diagnosis),G3
UBE2C,Primary (Early Age Diagnosis),G3
UBE2V1,Primary (Early Age Diagnosis),G3
UCKL1,Primary (Early Age Diagnosis),G3
VAPB,Primary (Early Age Diagnosis),G3
WFDC3,Primary (Early Age Diagnosis),G3
YTHDF1,Primary (Early Age Diagnosis),G3
YWHAB,Primary (Early Age Diagnosis),G3
ZFP64,Primary (Early Age Diagnosis),G3
ZGPAT,Primary (Early Age Diagnosis),G3
ZHX3,Primary (Early Age Diagnosis),G3
ZMYND8,Primary (Early Age Diagnosis),G3
ZNF217,Primary (Early Age Diagnosis),G3
ZNF334,Primary (Early Age Diagnosis),G3
ZNF335,Primary (Early Age Diagnosis),G3
ZNFX1,Primary (Early Age Diagnosis),G3
ZSWIM1,Primary (Early Age Diagnosis),G3
ZSWIM3,Primary (Early Age Diagnosis),G3
LDLRAD4,Primary (Early Age Diagnosis),G4
MC2R,Primary (Early Age Diagnosis),G4
